Text,Actual Sentiment,Predicted Sentiment,Confidence
consumption forecast grow,positive,neutral,0.91888654
country finland sector construction real estate target pohjolan design talo oy buyer capman oyj vendor ruukki group oyj deal size usd type divestment status agreed,neutral,neutral,0.9210189
country switzerland sector pharmaceuticals target synosia therapeutics holding ag buyer biotie therapies corp deal size usd type corporate acquisition financing stock status closed,neutral,neutral,0.94283396
country germany sector construction real estate machinery engineering target caverion gmbh buyer yit oyj deal size usd type corporate acquisition status agreed,neutral,neutral,0.91926557
cramo service company specialising construction machinery equipment rental rental related services well rental sale modular space,neutral,neutral,0.94622207
cramo plc service company specialising construction machinery equipment rental rental related services well rental sale modular space,neutral,neutral,0.945734
credit november finnish glass technology company glaston oyj abp hel gla v said today concluded eur revolving credit facility agreement core banks,positive,positive,0.6622466
cs cabot exports production mainly goodyear bridgestone michelin plants poland well germany michelin italy pirelli company logistics center paris stefan said,neutral,neutral,0.93321395
currently plant operates full capacity,neutral,neutral,0.9008935
danske bank denmark largest bank million customers,neutral,neutral,0.9273889
decisions made quickly possible,neutral,neutral,0.922916
deliveries outotec take place months,neutral,neutral,0.94946975
deliveries nokia nokia nokia expected start second quarter,neutral,neutral,0.78953344
delivery due second half,neutral,neutral,0.9073896
den bosch based tomtom europe largest maker automotive navigation devices cayman islands based garmin larger u overall,neutral,neutral,0.8634546
depending market situation projects sold years completion,neutral,neutral,0.86782587
dubbed nokia money solutions company officials say initiative would seek bridge gap banked unbanked developing countries,positive,positive,0.7501808
due market conditions company also temporarily lay people different sites,negative,negative,0.9369067
due pirkka beer olvi brewery iisalmi moving day hour work shifts,neutral,neutral,0.7460745
rally authorized city administration consulate official came workers spoke took letter,neutral,neutral,0.6253772
efore decided establish company eletric vehicle ev business china,neutral,neutral,0.9080516
elcoteq dongguan established nancheng district dongguan china one elcoteq four volume manufacturing plants asia pacific region,neutral,neutral,0.9310597
elcoteq se stock exchange announcement february eet elcoteq publish financial statements bulletin wednesday february eet,neutral,neutral,0.9153849
electricity consumption grows higher frequencies,neutral,positive,0.6644594
elisa commissioned finland poyry telecom oy conduct study reception estonia largest cities besides tallinn,neutral,neutral,0.88620573
elsewhere tendency towards developed packaging,neutral,neutral,0.6623869
equipment manufactured vaahto workshop hollola finland scheduled shipments first quarter,neutral,neutral,0.88811713
eriikka derstr previously held several positions finance control nokia networks including acting business group controller corporate controller position nokia siemens networks,neutral,neutral,0.9474779
estonia agriculture minister helir valdor seeder finland two day visit course meet finnish counterpart sirkka liisa anttila,neutral,neutral,0.9049874
etteplan targets employ least people borl nge,positive,neutral,0.87801206
eur million transaction consideration paid form four year interest bearing vendor notes,neutral,neutral,0.93865407
featuring user interface gram model also comes inch quarter vga display megabytes internal memory expandable micro secure digital slot,neutral,neutral,0.91844547
feed companies suomen rehu raisio import gmo feed,neutral,neutral,0.92503995
financial strategic operational factors considered,neutral,neutral,0.92875594
financial details disclosed,neutral,neutral,0.92425185
financial details n disclosed,neutral,neutral,0.83463925
financial terms disclosed,neutral,neutral,0.9409609
financial terms n disclosed,neutral,neutral,0.90538543
finland technopolis planning bring first section technopark stream st petersburg end kari mikkonen vice president technopolis told reporters helsinki,neutral,neutral,0.9265861
finland based companies l nnen tehtaat raisio decided dissolve joint venture company zao scandic feed established start local animal feed business feed production northwest russia,neutral,neutral,0.8512783
finnish cargo handling solutions company cargotec oyj said june acquire new zealand tailgates distributor zepro tailgate limited undisclosed sum,neutral,neutral,0.91640717
finnish construction machinery equipment rental group cramo oyj said march swedish sector subsidiary cramo ab sell dutch subsidiary cramo nederland b v cnl dutch rental scaffolding company jaston groep b v undisclosed sum,neutral,neutral,0.93309647
finnish drug distributor wholesaler oriola kd oyj said october named anne kariniemi vice president logistics sourcing department january,neutral,neutral,0.9312602
finnish electronics contract maker incap oyj said january sold manufacturing facilities helsinki local real estate company sponda oyj mln euro mln,neutral,neutral,0.9146777
finnish fibre based materials maker ahlstrom corp hel ahl v said today decided close spunlace composite production line number chirnside plant uk end march,neutral,neutral,0.9115569
finnish investment company neomarkka main owner kuitu finland successor,neutral,neutral,0.9422224
finnish investment group neomarkka oyj hel nembv said today buy former production facilities kuitu finland ltd part negotiations option invest specialty cellulose fiber business,neutral,neutral,0.9150978
finnish investor scanfil oyj hel scf v said last friday bought million shares norwegian contract electronics manufacturer kitron asa osl kit nok million usd eur,neutral,neutral,0.86680716
finnish plastic pipe maker uponor selling irish uk infrastructure businesses private equity company,neutral,neutral,0.94345963
finnish property investor sponda said agreed mln eur five year mln credit facility swedbank mln eur seven year facility oko bank,neutral,neutral,0.8417361
finnish publisher alma media hel aln v said wednesday decided extend eur usd apiece mandatory tender offer media group talentum hel ttm v started august november,neutral,positive,0.49653092
finnish real estate company sponda oyj said april would build vuosaari harbour service center port helsinki,neutral,neutral,0.8111318
finnlines said deal part strategy focus core businesses,neutral,neutral,0.934223
first industrial seek leed designation uponor new building square foot speculative distribution center first park lakeville,neutral,neutral,0.8298554
following move stora enso holding newpage remain unchanged,neutral,neutral,0.94052684
following registration share capital biotie eur,neutral,neutral,0.947174
foodservice consumer goods markets served approximately people manufacturing units several sales offices countries,neutral,neutral,0.94023716
new shares subscribed stock options shareholder rights commence date entered trade register,neutral,neutral,0.95490074
fortum expects annual capital expenditure next four five years within range eur billion earlier announced,neutral,neutral,0.75953037
fortum intended spend much euro bn become sole owner tgk,neutral,neutral,0.8659895
fortum holds pct share capital pct voting rights company plans delist warsaw stock exchange,neutral,neutral,0.9401942
founded quatrocon clientele consists public sector builders central trading companies major construction firms,neutral,neutral,0.9487717
business line may sriperumbudur may nokia two key suppliers aspocomp wintek likely start operations within three months nokia telecom park sriperumbudur km west chennai,neutral,neutral,0.84684795
f secure internet security security service surfing web online banking shopping e mail online activities,neutral,neutral,0.93593735
f secure reported first half seen growing number targeted malware attacks individuals companies organizations,neutral,negative,0.69068927
furthermore novator finland oy entered securities lending agreement whereby novator finland oy hold directly amount shares underlying omx market forwards may may,positive,neutral,0.5307323
gearing compared,neutral,neutral,0.9356517
geneva feb tero aaltonen finland developed radio resource control method,neutral,neutral,0.91479033
germany innovational centers united focusing companies aim use technologies development new kinds activity supporting beginner companies entire spectrum services,neutral,neutral,0.9121355
glaston headquartered tampere finland growing international glass technology company,positive,neutral,0.848099
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operates finland,neutral,neutral,0.68317425
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass products operating finland,neutral,neutral,0.8776514
global markets direct pohjola bank plc financial analysis review depth business financial analysis pohjola bank plc,neutral,neutral,0.9402148
gsk announced november would close operations dartford,negative,negative,0.8597877
chartered accountant british columbia alberta well certified public accountant washington state,neutral,neutral,0.9326957
joined rautakirja lead one four business areas took position president ceo,neutral,neutral,0.93928164
headline release dated march read acacia subsidiary enters settlement agreement rule based monitoring technology f secure sted acacia technologies licenses rule based monitoring technology f secure,neutral,neutral,0.85335255
helsinki finland sept globe newswire ixonos plc expands company smartphone r services establishes new next generation smartphone design unit connection ixonos site jyvaeskylae,positive,positive,0.696029
helsinki may finnish company lemminkainen oyj hel lem said today construct office building toolonlahti downtown helsinki without disclosing financial details,neutral,neutral,0.9510305
helsinki thomson financial real said exercise option buy mw natural gas power plant land kyroskoski finland around mln eur kyro oyj,positive,neutral,0.88245744
last position nokia siemens networks head business human resources nsn global,neutral,neutral,0.93819124
present position director stockmann international department stores,neutral,neutral,0.9241925
work netapp included strategically repositioning brand category major global relaunch,neutral,neutral,0.7632692
honkarakenne also decided yesterday sell b series shares key staff members eur per share,neutral,neutral,0.9426726
honkarakenne also decided yesterday sell b series shares key staff members eur per share,neutral,neutral,0.9426726
hu offer discount selected books,neutral,neutral,0.9385183
needed provides also information ferry connections hotels,neutral,neutral,0.93477684
igor oleg yankov currently manage moron vitim hold onto stake,neutral,neutral,0.9443152
image data produced browser phone server converted bitmapped image sent handset display,neutral,neutral,0.9441003
implementation project carried finnish company yit association investment fund evli property investment russia epi,neutral,neutral,0.8933761
million tonnes co eua eu allowance emissions credit eu traded underlying market value approx,neutral,neutral,0.9313833
talentum disclose three interim reports q january march friday april q april june friday july q july september friday october,neutral,neutral,0.89323175
steel industry accounted percent cargo volumes transported whereas energy industry accounted percent industries percent,neutral,neutral,0.9348455
letter economic affairs minister listed estonian shipping company tallink asks approval entitled cut port fees,neutral,negative,0.7797565
recent interview financial times ft sampo board chairman bjorn wahlroos said p c certainly sale price set sek billion confirming earlier statements,neutral,neutral,0.59114033
release oct peab said two businesses continue conducted brands cliffton stockholm entreprenad part peab group,neutral,neutral,0.9500874
addition employees laid notice whole workforce laid short periods needed,negative,negative,0.92382306
addition mids always online enable full internet browsing,neutral,neutral,0.9229406
addition contract includes modification effluent treatment plant follum,neutral,neutral,0.92908674
addition deal includes call option enable maritim food increase holding sandanger future,positive,neutral,0.8437422
connection deal digia employ persons nokia oslo silicon valley usa,neutral,neutral,0.8956242
current position manty worked since,neutral,neutral,0.92223096
terms power generation fortum produced twh electricity first nine months compared twh period according figures released group latest financial results,neutral,neutral,0.9265736
financial statement first quarter tikkurila reported discontinued operations,neutral,negative,0.8241073
fourth quarter oko banks expects operating environment banking investment services remain similar january september,neutral,positive,0.88158643
meantime ceo duties assumed outotec deputy ceo seppo rantakari,neutral,neutral,0.579751
sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnaces raw material iron making,neutral,neutral,0.94103765
way industry starting point consumers needs,neutral,neutral,0.8720199
total surveillance cameras handled managed according variety needs company said,neutral,neutral,0.9455106
volume focus already outside finland group products made poland baltic countries,neutral,neutral,0.9124215
incap headquartered oulu finland electronics contract manufacturer employees finland estonia india,neutral,neutral,0.90161616
incap contract manufacturing subsidiary incap corporation finland,neutral,neutral,0.94860685
includes company brand share data category well distribution channel data,neutral,neutral,0.940419
indigo somoncom serve subscribers market share approximately may,neutral,neutral,0.91162956
industry asia pakistan malaysia taiwan philippines today global research data services going publish several market analyses cement markets asia,neutral,neutral,0.93708044
intellisync wireless email nokia full featured wireless e mail solution connects users e mail calendar contacts notes task lists away office according company,neutral,neutral,0.947775
investment management investment advisory services company sole line business,neutral,neutral,0.942173
investments disclosed,neutral,neutral,0.93304276
investments product development stood mln euro mln,neutral,neutral,0.90215266
isms disclose financial results daily said,neutral,neutral,0.912296
also includes installation new equipment training start services well service work shoe press delivered vaahto,neutral,neutral,0.9101516
currently employs people expects headcount reach end,positive,positive,0.61338544
agreed company board directors available advisory role,neutral,neutral,0.9403786
also process taking seat capman board course support capman management,neutral,neutral,0.94577134
also set launch messaging service next days would enable users access e mail accounts ms exchange,neutral,neutral,0.9150177
estonia second largest meat processing company market share according ac nielsen data percent,neutral,neutral,0.5781874
expected online,neutral,neutral,0.8663666
rose finland abroad respectively eur million eur million due growth russia,positive,neutral,0.512095
,neutral,neutral,0.883306
decided auditors reimbursed according invoice,neutral,neutral,0.8798916
report full year results august,neutral,neutral,0.9207326
annual capacity mw,neutral,neutral,0.89021176
main business area glass machinery group glaston technologies global market leader glass processing machines,positive,neutral,0.8860963
market share percent according ac nielsen data,neutral,positive,0.9294826
product portfolio comprises harvesters forwarders harvester heads well cranes loaders,neutral,neutral,0.94521123
janis arbidans ceo yit celtnieciba said company focusing housing real estate development market,neutral,neutral,0.89647174
jeder beta tester erh lt kostenlos sechs monate lang updates und hat laut eigener aussage die glichkeit die finale version zu beeinflussen,neutral,neutral,0.81456083
jobs transferred finland however,positive,neutral,0.57178843
joint procurement later extended factories baltic countries,neutral,positive,0.64404315
jon risfelt previously held operational executive positions europolitan ericsson sas american express card travel divisions well nyman schultz ceo vodafone sweden ceo gambro renal products ceo,neutral,neutral,0.9247719
kaleva kustannus oy business id according notice august acquired alma media shares,neutral,neutral,0.9370946
karppinen expects consolidation trend continue finnish market,neutral,positive,0.8998029
kaupthing forecasts significant price increase printing paper,positive,positive,0.9358376
kaupthing forecasts finnish swedish stora enso close mill reisholz germany,neutral,neutral,0.78052324
kemira shares closed x ac us,neutral,neutral,0.9065154
kesko food ltd press release kesko food ltd launching major tv campaign recruit many one hundred new k food retailers,positive,positive,0.6515866
kesko stores engaged chain operations nordic baltic countries russia belarus,neutral,neutral,0.9410726
kirsi rantanen previously development director hk ruokatalo poultry business,neutral,neutral,0.9247713
koduextra operating retail chain stores controlled finnish non food center ky rukax oy scan tukka oy,neutral,neutral,0.93161386
koff market share volume market karhu,neutral,neutral,0.93197745
l nnen tehtaat food division reorganised two strategic business units apetit frozen foods jams apetit fish,neutral,neutral,0.9063681
last year firm also acquired realprojekti oy real estate development company advise capman property activities,neutral,neutral,0.9013529
later finnish made houses build area,neutral,neutral,0.916724
lemmink inen started manufacture roofing felt production asphalt,neutral,neutral,0.90068656
like mechanical pipettors biohit also proline plus ce ivd marked comes year warranty,neutral,neutral,0.69739294
london afx intertek group plc testing inspection company said commercial electrical division bought finland based company natlabs oy etteplan oyj mln eur cash,neutral,neutral,0.8752987
loudeye corp nokia corp cents nokia agreed buy digital music distributor million,neutral,neutral,0.9117243
spokesperson told wwd expect mix clothing home decor,neutral,neutral,0.93074435
adp news dec finnish power supply solutions provider efore oyj omx efo v said yesterday opened technology research development r laboratory helsinki university technology,neutral,neutral,0.8624243
adp news nov finnish power supply solutions provider efore oyj omx efo v announced today launch opus dc latest power system opus product line,positive,neutral,0.71522367
adp news nov finnish cargo handling systems services company cargotec oyj omx cgcbv said today acquired stakes italian service companies cvs technoports srl cvs service srl italian handli,positive,neutral,0.891347
adp news nov finnish paper packaging forest products company stora enso oyj omx sterv said today would invest eur million usd building power plant ostroleka mi,neutral,neutral,0.85031575
adpnews nov four companies agreed buy combined sek billion usd eur drug stores offered sale part restructuring swedish stated owned pharmacy monopoly apoteket ab,positive,positive,0.52881324
acquisition sum disclosed,neutral,neutral,0.9441067
luna took fifth place six shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highest placed british finisher sharing seventh place three shooting,neutral,neutral,0.6675521
maggie ramsey wait thousands oregon washington guides anglers others flock frequent seminars nearly,neutral,neutral,0.91807616
manavigator november deal snapshot swedish peab buys equipment rental firm cramo swedish construction company peab ab sto peab b announced acquisition equipment rental company cramo entreprenadmaskiner ab finnish group cramo oyj hel cra v,neutral,neutral,0.89453876
marathon percent stake plx said according bloomberg,neutral,neutral,0.94017214
market data analytics derived primary secondary research,neutral,neutral,0.9510031
martela said plans expand recycled furniture business elsewhere finland,positive,positive,0.63978267
may companiesandmarkets com delivered newstex report provides key data information meat fish poultry market finland,neutral,neutral,0.9346259
meanwhile alfa owns megafon altimo turkcell via stake cukurova holding,neutral,neutral,0.93470395
mercator use software logistic retail wholesale operations slovenia markets southeastern europe,neutral,neutral,0.93875617
metsa botnia sell stake uruguayan companies metsaliitto,neutral,neutral,0.92704165
metso foundries jyvaskyla inc begin personnel negotiations temporary lay offs personnel reductions jyvaskyla finland,negative,negative,0.9450023
metso foundries jyvaskyla oy discontinue production line september company said,neutral,negative,0.5553227
metso foundries jyvaskyla oy discontinue production line september,neutral,neutral,0.62733555
metso oyj said sold spreader roll manufacturing business related assets town nokia southern finland group finnish investors operate business name finbow oy,neutral,neutral,0.94809437
microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought billion years ago,positive,neutral,0.8693546
microsoft last week also issued first patch windows operating system beta released days earlier,neutral,neutral,0.9089457
tonnes asphalt mix used contract,neutral,neutral,0.93682253
real part finnish paper maker metsaliitto group due release second quarter report around eet august,neutral,neutral,0.9045981
real corporation stock exchange release august pm real received eur million cash payment sappi real corporation part mets liitto group divested graphic papers business sappi limited end eur million,neutral,neutral,0.72060835
n group pay eur transaction price upon closing remaining sum,neutral,neutral,0.9445425
national conciliator juhani salonius met parties wednesday said far apart views propose mediation,negative,neutral,0.776283
nd disclosed,neutral,neutral,0.8432488
negotiations representatives personnel regarding restructuring process ended,neutral,neutral,0.9129892
neither companies use genetically engineered soy moment,neutral,neutral,0.93133533
neste oil publish third quarter results friday october approximately eet,neutral,neutral,0.8599736
new delhi feb korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunications oy espoo finland developed cable adjustment device,neutral,neutral,0.8870793
new novator products supposed exported,neutral,neutral,0.88289464
new product launches finland double,positive,neutral,0.8736639
niina nenonen marimekko current director clothing bags accessories lines take role,neutral,neutral,0.93573594
changes media activity seen october compared september,neutral,neutral,0.81162053
decision sale issued existing treasury shares ya global made yet,neutral,neutral,0.8687776
financial detail available,neutral,neutral,0.93630284
financial details revealed,neutral,neutral,0.92928207
financial information provided,neutral,neutral,0.9207681
ev devices involved action,neutral,neutral,0.9264601
nokia also negotiating product portfolio new company,neutral,neutral,0.81017697
nordea pankki suomi oyj according previously announced made forward contracts alma media corporation shares,neutral,neutral,0.61789596
nordea chairman board hans dalborg informed nomination committee election annual general meeting,neutral,neutral,0.9324492
nordea cheapest also couple debt,neutral,positive,0.71722186
nordic business report january efore plc inaugurates new plant estonia communications ltd finnish power electronics manufacturer efore plc said tuesday january inaugurating new plant parnu estonia,neutral,neutral,0.8834688
nordstjernan make offer approximately one month september,neutral,neutral,0.9456709
number offers received contract two,neutral,neutral,0.89213556
nwc analysis,neutral,neutral,0.9234605
odell contacted state finland issue,neutral,neutral,0.89610064
okhta center area expected square metres office premises,neutral,neutral,0.9412127
okmetic used furnaces contract manufacturing solar crystals,neutral,neutral,0.9256389
okmetic revised financial outlook based order book,neutral,neutral,0.92036945
august sampo stake nordea,neutral,neutral,0.9214901
hand montevideo said two mills working area generate jobs,positive,neutral,0.8338749
wednesday announced government would propose granting licence two reactors one built fennovoima tvo,positive,neutral,0.63371515
one also apply jobs directly ipad select cv attach covering letter appropriate position,neutral,neutral,0.9484869
one price category calls preferred operator network another calls operators networks,neutral,neutral,0.94699377
operators need learn use one device multiple levels applications including voice directed operations,neutral,neutral,0.9475199
originally posted pcmag com security blog security watch,neutral,neutral,0.9313377
oriola kd spin finnish pharmaceutical group orion oyj wholesale division,neutral,neutral,0.9462222
north rhine westphalia issue benchmark year fixed rate deal euros,neutral,neutral,0.8179472
details provided,neutral,neutral,0.925791
objective yield significant part turnover russia couple years says solteq managing director hannu ahola,neutral,neutral,0.85578996
outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,neutral,neutral,0.7115172
pa jpmorgan chase co nyse jpm pohjoa bank joint lead managers senior unsecured deal,neutral,neutral,0.94630224
panostaja disclose purchase price,neutral,neutral,0.95311034
pharmaceutical market belgium global research data services published recently market analysis pharmaceutical markets belgium,neutral,neutral,0.9376571
pharmaceutical market poland global research data services published recently market analysis pharmaceutical markets poland,neutral,neutral,0.9323861
philips available comment report,neutral,neutral,0.9371432
pohjola cooperative banks continued combine branch office network,neutral,neutral,0.92770773
pohjola act manager issue bond listed nasdaq omx helsinki ltd,neutral,neutral,0.9454349
ponsse divide sales maintenance service network six geographical areas,neutral,neutral,0.945261
poyry plccompany announcement december p pursuant poyry plc stock option program new shares company subscribed since october stock options b,neutral,neutral,0.94336075
presentation materials posted company website www seahawkdrilling com investor relations section webcast presentations tab,neutral,neutral,0.9434145
previously grimaldi held pct stake finnish company following takeover bid launched november,neutral,neutral,0.9255206
price talk mid market swaps plus bps area leads barclays bnpp ubs cba,neutral,neutral,0.8898246
prior transaction whose financial terms disclosed alma media owned kotikokki net,neutral,neutral,0.94754195
production facilities july finnish investment group neomarkka oyj hel nembv said today buy former production facilities kuitu finland ltd part negotiations option invest specialty cellulose fiber business,neutral,neutral,0.89833623
products include consumer electronics devices mobile phones accessories set top boxes flat panel tvs well system solutions products infrastructure systems modules industrial segment products,neutral,neutral,0.94188744
proha plc euronext announced today may fully owned subsidiary safran software solutions agreed sell share safran north america llc sna holding investment group based norway,neutral,neutral,0.9483064
proha plc euronext announced today may fully owned subsidiary safran software solutions agreed sell share safran north america llc sna holding investment group based norway,neutral,neutral,0.9483064
proline plus available adjustable single multichannel models fixed volume single channel models volume ranges micro litres ml,neutral,neutral,0.9407471
protalix closed friday american stock exchange giving market cap million,neutral,neutral,0.8818587
protalix developing genetically engineered proteins plant cells,neutral,neutral,0.9110262
purchase mp snapper nothing else,neutral,neutral,0.93278754
r loan,neutral,neutral,0.9099482
radiation today full service house expert radiation nuclear safety issues,neutral,neutral,0.9360631
raisio site main production plants well company headquarters,neutral,neutral,0.9166437
rapala vmc corporation rapala finland based company engaged manufacture distribution fishing equipment accessories,neutral,neutral,0.9461427
rautalinko resposnible also mobility services job division continued marek hintze,neutral,neutral,0.89126354
recently company decided build second identical plant site due commissioned toward end,neutral,neutral,0.831353
retail chain suomen l hikauppa given index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscriptions tallink shipping line power company helsinki energy,neutral,neutral,0.93945605
risto jalo chief executive dormus print also owner remainder company keep position acquisition,neutral,neutral,0.93691933
rl nordic part raiffeisen banking group austria subsidiary raiffeisen leasing gmbh austria,neutral,neutral,0.9439053
rockwell collins provider flight deck cabin information management solutions business aircraft operators,neutral,neutral,0.9402738
business sectors building construction infrastructure construction technical building services,neutral,neutral,0.92992294
salcomp manufacturing oy pay eur million cash salcomp connection implementation sale transfer business,neutral,neutral,0.9407264
sampo housing loan bank unit finland sampo bank priced eur bn usd bn bond reuters reported,neutral,neutral,0.9144113
sampo plc jarmo salonen head investor relations group communications tel distribution nasdaq omx helsinki principal media financial supervisory authority www sampo com announcement distributed thomson reuters behalf thomson reuters clients,neutral,neutral,0.94198924
san francisco marketwatch nokia corp world largest cell phone maker using consumer electronics show las vegas introduce high end thin folding phone according media report monday,neutral,neutral,0.82545376
sanoma magazines international invite shareholders holding approximately shares sell shares,neutral,neutral,0.94571626
scanfil plc global contract manufacturer systems supplier communication industrial electronics,neutral,neutral,0.93682164
schwalm outotec com eila paatela vice president corporate communications tel mobile e mail eila,neutral,neutral,0.9394082
sdm offers general rental equipment aluminium scaffolding power generator hoists customers construction sector,neutral,neutral,0.9463
services supplier efore plc streamline operations finland us finnish electronic systems services supplier efore plc omx helsinki efo v said tuesday february initiated statutory negotiations regarding streamlining operations finland,positive,neutral,0.56110775
seventy three also extensive training products built latest archestra technologies wonderware system platform,neutral,neutral,0.87944674
simultaneously alma media purchased share arena interactive subsidiary arena partners focus mobile solutions development,neutral,neutral,0.9293702
simultaneously merger plan another merger plan signed according suomen projektivuokraus oy subsidiary vtm rakennuskonevuokraamo oy would merged vtm rakennuskonevuokraamo oy,neutral,neutral,0.9353963
singapore may july finnish air carrier finnair oyj hel fia said today open daily route singapore may part growth strategy asia,positive,positive,0.78451985
far known sell shares owns personally,neutral,neutral,0.8975885
solidium holds per cent shares solidium oy acquired per cent shares tieto corporation approximately eur million,neutral,neutral,0.95068645
mln euro mln base acquisition price paid cash rest subscription offering total new ixonos shares,neutral,neutral,0.9236807
lay offs implemented using part time employment contracts,neutral,negative,0.9288527
sonoco products co u packaging company said friday bought percent italy demolli industria cartaria spa already,neutral,neutral,0.8265754
sponda property investment company specialising commercial properties largest cities finland russia,neutral,neutral,0.9367943
st petersburg oct prime tass finnish tire producer nokian tyres plans invest million euros expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporters thursday,positive,positive,0.54521906
stichting pensioenfonds abp shares representing share capital voting rights,neutral,neutral,0.9476977
stockholm march cybercom cybercom group high tech consultancy offers global sourcing end end solutions,neutral,neutral,0.75734794
stockmann swedish sector company ab lindex entered agreement september whereby stockmann wholly owned subsidiary make public tender offer lindex issued shares,positive,neutral,0.8493538
stora enso also meetings labor authorities employment economic development centres representatives government order find solutions,neutral,neutral,0.91680187
stora enso oyj largest papermaker october said would close four mills,negative,negative,0.91468936
subscribers china unicom nation second largest mobile phone operator china mobile expected release pictures videos blog internet via mobile phones march,neutral,neutral,0.9352117
sunrise resources operates russian near shore development markets wholly owned russian subsidiary personnel russia,neutral,neutral,0.94634753
swiss bank credit suisse international act investor locomotive manufacturing plant astana administration said,neutral,neutral,0.9105052
talvivaara mining company plc talvivaara mining lse talv finland based nickel mining business installed second production line metals recovery plant june,neutral,neutral,0.8564645
talvivaara mining company plc talvivaara mining company internationally significant base metals producer primary focus nickel zinc using technology known bioheapleaching extract metals ore,neutral,neutral,0.76207614
tampere science parks finnish company owns leases builds office properties specialises facilities technology oriented businesses,neutral,neutral,0.9485331
target company tieto corporation business identity code date change holding january portion shares votes current group holding op pohjola group central cooperative opk shares represents shares voting rights,neutral,neutral,0.9483209
technopolis approximately customer companies jyvaskyla,neutral,neutral,0.93344706
tecnomen headquartered espoo finland develops messaging charging solutions telecomms operators service providers worldwide,neutral,neutral,0.920741
tecnomen solution used prepaid post paid billing charging rating voice video calls data traffic kind content services mobile fixed networks,neutral,neutral,0.93053013
tecnomen system features new range value added services prepaid post paid billing charging rating voice calls data traffic kind content services mobile fixed networks,neutral,neutral,0.90133065
teliasonera subsidiary mobile operator emt estonia created world first mobile identification service makes possible vote via mobile phone,neutral,neutral,0.86029214
teliasonera said million invested next year region bring mobile coverage nepal population,positive,positive,0.84841627
temporary lay offs affecting entire workforce also implemented,negative,negative,0.9673189
teollisuuden voima oyj finnish utility known tvo said shortlisted mitsubishi heavy eu apwr model along reactors areva toshiba corp ge hitachi nuclear energy korea hydro nuclear power co,neutral,neutral,0.9048591
terms acquisition disclosed,neutral,neutral,0.9491831
terms disclosed,neutral,neutral,0.94040674
thanks development system enables trace origin palm oil uses knows exactly palm oil produced,neutral,neutral,0.9059308
square metre technology center located near university tampere central tampere,neutral,neutral,0.9153512
megawatt wind farm planned raahe would built offshore front ruukki raahe works,neutral,neutral,0.89269066
acquired plant annual capacity tonnes production sold domestic customers,neutral,neutral,0.8869816
acquisition expected take place end august,neutral,neutral,0.95845217
acquisition avc systemhaus majority stake cableway increase number teleste personnel,neutral,neutral,0.89010864
acquisition financed billion debt arranged goldman sachs co,neutral,neutral,0.93026274
airline targeting travel agents tour operators travel management companies raise awareness first targeting consumers added,neutral,neutral,0.83784986
annual report contains financial statements consolidated financial statements report board directors auditor report,neutral,neutral,0.89526874
annual report sent automatically shareholders holding least sampo plc shares,neutral,neutral,0.93674755
apple inc iphone wo n change game plan verizon communications inc chief executive ivan seidenberg said wednesday,neutral,neutral,0.9357362
approximately dwt vessel ordered india,neutral,neutral,0.9145083
arrangements apply group units outside finland,neutral,neutral,0.9391191
bank land acquired private banking business asset management share brokerage business kaupthing sweden early,neutral,neutral,0.9125681
bank tokyo mitsubishi ufj ltd acted agent loan,neutral,neutral,0.9375107
bank vtb provides mortgage loans buy apartments complex per annum rubles,neutral,neutral,0.9329804
biggest sellers chain supermarkets finland organic pirkka tomatoes carrots eggs meat products,neutral,neutral,0.92906
bond value eur maturity years,neutral,neutral,0.93958294
bridge built south existing bridge spanning strait,neutral,neutral,0.82874787
building house example respecta oy jyvaskyla premises well companies announced later says samuel koivisto director technopolis operations jyvaskyla,neutral,neutral,0.92986655
business goals realize temporary lay offs carried summer savings measures,neutral,negative,0.8804873
business units investlesprom group cover full forest industry chain group owns forests sawmills paper pulp mills processing plants,neutral,neutral,0.94689447
businesses divested offer dairy edible fats ready meal ice cream packaging multinational local customers,neutral,neutral,0.9052963
casing comprises first side casing member provided first side vat segment second side casing member provided second side vat segment least first side casing member pivotable rotation axis,neutral,neutral,0.93933433
changes take effect january estimated impact number employees,neutral,neutral,0.9045701
city invite however public procurement tender tailor made public furniture park benches litter receptacles public toilets well bus shelters street lights,neutral,neutral,0.9328906
combined value orders almost eur mn,neutral,neutral,0.6682232
combined value orders eur mn,neutral,neutral,0.80781555
combined value planned investments eur mn,neutral,neutral,0.78917044
companies aim close deal end year,neutral,neutral,0.8965553
company also said sell approximately hectares land city valkeakoski end year part job job program,neutral,neutral,0.8970173
company give palm oil altogether however,neutral,neutral,0.87103313
company disclose price acquisition,neutral,neutral,0.9351961
