Text,Actual Sentiment,Predicted Sentiment,Confidence,Impact Score
metso global supplier sustainable technology services mining construction power generation automation recycling pulp paper industries,neutral,neutral,0.9431505,18.863010000000003
according ultrascan software acquired crackers managed change mobile phone way phone able get hold one time password sent bank via text message,neutral,neutral,0.94314903,18.8629806
following issue number shares swedish company grow,neutral,neutral,0.9431396,18.862792
according capman plc corporate governance majority committees members shall independent company,neutral,neutral,0.94311893,18.862378600000003
official opening office located prague celebrated may,neutral,neutral,0.94311744,18.8623488
capman asset manager eur bn worth assets management nordic region,neutral,neutral,0.9430984,18.861968
global banking news september tieto corporation pohjola bank pink pojlf cooperate swift services,positive,neutral,0.9430164,18.860328000000003
finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china,positive,neutral,0.9429654,18.859308
board directors propose dividend eur per share eur per share paid,positive,neutral,0.94294304,18.8588608
teleste hybrid tv solution includes components whole process delivering video services consumers content acquisition service creation delivery range access solutions including hfc hybrid fibre coaxial xdsl etth ftth,neutral,neutral,0.9429267,18.858534000000002
alma media corporation press release march tyrv n sanomat purchase confirmed business operations tyrv n sanomat oy transferred suomen paikallissanomat oy,neutral,neutral,0.9428944,18.857888
credit covers approximately ship price,neutral,neutral,0.94288284,18.8576568
share transactions part company strategy relinquishing assets part core business,neutral,neutral,0.9428552,18.857104000000003
activities range development natural resources retailed marketing finished products,neutral,neutral,0.94285506,18.857101200000002
bertrand sciard vice chairman board directors aldata solution since april,neutral,neutral,0.9428395,18.85679
country switzerland sector pharmaceuticals target synosia therapeutics holding ag buyer biotie therapies corp deal size usd type corporate acquisition financing stock status closed,neutral,neutral,0.94283396,18.856679200000002
vaisala headquartered helsinki finland develops manufactures electronic measurement systems meteorology environmental sciences traffic industry,neutral,neutral,0.9428275,18.856550000000002
secondary antenna also used reception high power signal radar calibrate transmission channels radar,neutral,neutral,0.94280684,18.8561368
upm talking myllykoski creditor banks nordea sto nda nordic investment bank danske bank cph danske sampo bank deal paper said,neutral,neutral,0.9428,18.856
automation makes possible conduct several tests simultaneously,neutral,neutral,0.94277674,18.8555348
move carried transferring hkscan production related property plant equipment well holdings subsidiaries associate companies country hkscan finland,neutral,neutral,0.9427714,18.855428000000003
new chairman board directors mr chaim katzman give presentation answer questions,neutral,neutral,0.9427524,18.855048000000004
public services also available,neutral,neutral,0.9427507,18.855014000000004
total new citycon shares nominal value eur per share subscribed march exercising b c options based company stock option plan,neutral,neutral,0.9427391,18.854782000000004
stakeholders comptel involved workshops meetings filed comments issues greatest importance competitive sector industry,neutral,neutral,0.9427128,18.854256000000003
total investment necessary eur company estimated,neutral,neutral,0.94269437,18.8538874
componenta metal sector company international operations production plants located finland netherlands sweden turkey,neutral,neutral,0.9426741,18.853482
honkarakenne also decided yesterday sell b series shares key staff members eur per share,neutral,neutral,0.9426726,18.853452
honkarakenne also decided yesterday sell b series shares key staff members eur per share,neutral,neutral,0.9426726,18.853452
companies evaluated report include aladdin ca f secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumbleweed websense,neutral,neutral,0.942672,18.85344
total investment project approximately eur,neutral,neutral,0.9426665,18.85333
preliminary estimation technology park measure square meters,neutral,neutral,0.9426581,18.853162
company transportation business conducted florida rock tank lines southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodities,neutral,neutral,0.9426258,18.852516
russia video international group holds controlling stake russian media ventures,neutral,neutral,0.94259137,18.8518274
company operates u division lisle ill,neutral,neutral,0.9425716,18.851432000000003
pertti ervi independent company major shareholders,neutral,neutral,0.94255084,18.8510168
estimated value deal usd million,neutral,neutral,0.9425235,18.85047
panostaja owns pct share capital voting rights suomen helasto shares following exchange shares carried may,neutral,neutral,0.9425187,18.850374000000002
full midnighttrader extended hours trading analysis news service available real time comtex,neutral,neutral,0.9425184,18.850368
benefon turn salo unit b b business unit establish b c business unit uk,neutral,neutral,0.9425092,18.850184000000002
company distribute dividend,neutral,neutral,0.9425074,18.850148
price kroon par value bonds kroons primary issue,neutral,neutral,0.94247603,18.8495206
availability internet services highlighted service offer kesko k group stores,neutral,neutral,0.9424552,18.849104000000004
total scope project square metres valued total around eur,neutral,neutral,0.9424536,18.849072
new majority owners aspocomp thailand co ltd certain private persons belonging immediate circle aspocomp present joint venture partner saha pathana inter holding plc,neutral,neutral,0.94242716,18.8485432
includes eur mn change fair value investment properties,neutral,neutral,0.94239897,18.8479794
point spread also iran iraq,neutral,neutral,0.9423894,18.847788
inge larsen cfo shares representing share capital,neutral,neutral,0.9423695,18.84739
company part teleste video broadband solutions business area,neutral,neutral,0.9423601,18.847202000000003
utility also provide services related electricity management hedging trades risk management reporting,neutral,neutral,0.9423388,18.846776000000002
following workday customers check home computers purchases divided different ingredient groups much energy various products contain nutritional content purchases,neutral,neutral,0.9423193,18.846386000000003
transaction take place without payment merger consideration,neutral,neutral,0.94231015,18.846203
operates three distinct brands united supermarkets market street united supermercado,neutral,neutral,0.9422826,18.845652
elcoteq electronics manufacturing services ems business segment serves customers globally engineering manufacturing fulfillment services,neutral,neutral,0.94225353,18.845070600000003
finnish investment company neomarkka main owner kuitu finland successor,neutral,neutral,0.9422224,18.844448000000003
private equity investor capman owner finnish lumene cosmetics company planning list lumene,neutral,neutral,0.94220304,18.8440608
investment management investment advisory services company sole line business,neutral,neutral,0.942173,18.84346
passenger ferry dimensions length overall length perpendiculars breadth design draught,neutral,neutral,0.9421617,18.843234
professional consumer applications include personal navigation personal safety field workflow management asset tracking,neutral,neutral,0.9421254,18.842508000000002
consisting seven interconnected units mega image logistics center metres length metres height,neutral,neutral,0.94209594,18.841918800000002
total delivery volume paper businesses tonnes tonnes,positive,neutral,0.94208497,18.8416994
new company likely hold ipo nyse another international stock exchange according altimo manages alfa group telecommunications assets teliasonera agreement published website u securities exchange commission,neutral,neutral,0.9420548,18.841096
months ago teva vice chairman phillip frost marathon venture capital fund tase mara sold protalix shares,neutral,neutral,0.94203144,18.840628800000005
sale finalized september october company said,neutral,neutral,0.9420003,18.840006000000002
sampo plc jarmo salonen head investor relations group communications tel distribution nasdaq omx helsinki principal media financial supervisory authority www sampo com announcement distributed thomson reuters behalf thomson reuters clients,neutral,neutral,0.94198924,18.8397848
tekla structures installation built according microsoft requirements windows certification company added,neutral,neutral,0.94198245,18.839649
handset also features media bar quick access favorite media applications including music photos youtube ovi share,neutral,neutral,0.941956,18.83912
printed fabrics related design expertise always core marimekko business brand,neutral,neutral,0.9419541,18.839082
capman four investment areas capman buyout capman technology capman life science capman real estate dedicated team,neutral,neutral,0.9419299,18.838598
first application market invoice purchase requisition approval mobile device,neutral,neutral,0.94192266,18.838453200000004
company use money product development research activities key markets finland germany italy france,neutral,neutral,0.9419095,18.838189999999997
products include consumer electronics devices mobile phones accessories set top boxes flat panel tvs well system solutions products infrastructure systems modules industrial segment products,neutral,neutral,0.94188744,18.8377488
donations universities annual general meeting authorized board directors donate max,neutral,neutral,0.94183207,18.8366414
company board directors would propose dividend eur per share,neutral,neutral,0.941827,18.836540000000003
company board directors would propose dividend eur per share,neutral,neutral,0.941827,18.836540000000003
altogether capman employs approximately people helsinki stockholm copenhagen oslo moscow luxembourg,neutral,neutral,0.9418033,18.836066000000002
purposes possible acquisition pkc would establish subsidiary poland,neutral,neutral,0.94179755,18.835951
tiimari registered share capital shares per today,neutral,neutral,0.9417643,18.835286
total new citycon shares nominal value eur per share subscribed april exercising b c options based company stock option plan,neutral,neutral,0.94176143,18.8352286
financialwire tm press release service receives compensation news opinions distributions,neutral,neutral,0.9416928,18.833856
insurance policies simple,neutral,neutral,0.94165087,18.833017400000003
defences mature attackers develop trojans equipped content filters detect online banking activity capturing account details using methods form grabbing screen shots video captures keylogging injection form fields,neutral,neutral,0.9416162,18.832324
investment investment activity communication relates available relevant persons engaged relevant persons,neutral,neutral,0.94160104,18.832020800000002
stockmann plc company announcement february annual summary stockmann stock exchange financial press releases available company website address www stockmann com,neutral,neutral,0.941585,18.8317
complete name shareholder otto henrik bernhard nyberg information amount shares transferred corresponds total number shares aspo plc,neutral,neutral,0.94156945,18.831389
finland paper paperboard reclaimed,neutral,neutral,0.94155234,18.8310468
adjusted changes group structure division net sales increased,positive,neutral,0.9415517,18.831034000000002
rfid radio frequency identification method called intelligent transport whereby information read saved remotely,neutral,neutral,0.9414734,18.829468000000002
total size complex around project constructed stages,neutral,neutral,0.9414415,18.828830000000004
company net sales amounted approximately eur employees,neutral,neutral,0.94135547,18.8271094
almost two thirds olvi net sales come outside finland,neutral,neutral,0.94133353,18.8266706
customers wave cards front reader make payments similar touch go cards used transport systems,neutral,neutral,0.9413025,18.826050000000002
company said offshore segment represented total marine engines orders july september period merchant special vessels cruise ferry ship design respectively,neutral,neutral,0.94128674,18.825734800000003
addition tulikivi corporation also currently member board following companies altia corporation j rvi suomen portti osuuskunta osuuskunta kpy profile vehicles oy voimatel oy,neutral,neutral,0.94128406,18.8256812
company share listed mid cap segment nasdaq omx helsinki,neutral,neutral,0.9412803,18.825606
okhta center area expected square metres office premises,neutral,neutral,0.9412127,18.824254
products include personal communications products mobile phones parts home communications products set top boxes electronics flat panel tvs well communications networks products base stations tower top amplifiers microwave systems,neutral,neutral,0.9412012,18.824024
power generated annually loviisa covers finland electricity consumption,neutral,neutral,0.94118977,18.8237954
total scholarship amount euros recipients chosen recommendation fine arts universities sports associations,neutral,neutral,0.94115734,18.8231468
sellers eoss innovationsmanagement group private individuals,neutral,neutral,0.94110835,18.822167
goodwill intangible assets account mln euro mln purchase price pct payable aspo shares,neutral,neutral,0.9410941,18.821882000000002
kesko stores engaged chain operations nordic baltic countries russia belarus,neutral,neutral,0.9410726,18.821452
sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnaces raw material iron making,neutral,neutral,0.94103765,18.820753
nordstjernan used option buy another stake salcomp shares votes,neutral,neutral,0.94103307,18.820661400000002
contract value amounts eur million,neutral,neutral,0.9409739,18.819478
financial terms disclosed,neutral,neutral,0.9409609,18.819218000000003
corrensponds percent okmetic share capital voting rights,neutral,neutral,0.94094694,18.8189388
works include laying natural stone pavements installation underground heating surface water drainage systems,neutral,neutral,0.940934,18.81868
company specialises temporary electrification heating construction sites,neutral,neutral,0.9409284,18.818568000000003
basware order matching automatically matches purchase invoices approved purchase orders,neutral,neutral,0.9409134,18.818268000000003
reproduction distribution prohibited,neutral,neutral,0.9408798,18.817596
talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse index,neutral,neutral,0.94085544,18.8171088
net sales totaled eur million operating margin,neutral,neutral,0.94083774,18.816754800000002
guangdong october sinocast nokia telecommunications dongguan branch entered letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province,neutral,neutral,0.9408361,18.816722
ahlstrom employees serve customers via sales offices production facilities countries six continents,neutral,neutral,0.94083023,18.8166046
ahlstrom employees serve customers via sales offices production facilities countries six continents,neutral,neutral,0.94083023,18.8166046
payment acquired shares made cash price per share eur plus administration fee,neutral,neutral,0.9407828,18.815656000000004
proline plus available adjustable single multichannel models fixed volume single channel models volume ranges micro litres ml,neutral,neutral,0.9407471,18.814942000000002
salcomp manufacturing oy pay eur million cash salcomp connection implementation sale transfer business,neutral,neutral,0.9407264,18.814528
following divestment fiskars outdoor unit comprise brands gerber silva buster focus multi tools knives compasses mobile lighting pedometers aluminium boats,neutral,neutral,0.9407186,18.814372000000002
bids offers include least shares value shares must correspond least eur,neutral,neutral,0.9407179,18.814358000000002
cents profile contains business operations company history major products services prospects key competitors structure key employees locations subsidiaries,neutral,neutral,0.94066036,18.8132072
niklas skogster employed abb group various positions concerning development operations,neutral,neutral,0.9406448,18.812896000000002
serial bond part plan refinance short term credit facility,neutral,neutral,0.94059217,18.8118434
nokian tyres tyres considered genuine winter tyres russia,neutral,neutral,0.9405913,18.811826
invention carries international patent publication,neutral,neutral,0.940573,18.811460000000004
upon completion transactions metso stake amount,neutral,neutral,0.94057125,18.811425
equipment ixonos acquires deal includes mechanical engineering hardware rf antenna measurement laboratory facilities measurement audio cameras displays well devices robot units testing mobile devices,neutral,neutral,0.94056886,18.811377200000003
panostaja plc today acquired entire share capital suomen graafiset palvelut ltd provider printing services,neutral,neutral,0.9405589,18.811178
end number joint branch offices total,neutral,neutral,0.9405426,18.810852
following move stora enso holding newpage remain unchanged,neutral,neutral,0.94052684,18.8105368
based helsinki finland ramirent branches nordic central eastern european countries,neutral,neutral,0.9404562,18.809124
transaction subject final agreement parties approvals decision making bodies approval finnish competition authority,neutral,neutral,0.94043946,18.8087892
annual general meeting approved yearly remuneration members board directors shall remain eur chairman board eur deputy chairman board eur members board,neutral,neutral,0.940438,18.808760000000003
includes company brand share data category well distribution channel data,neutral,neutral,0.940419,18.808380000000003
terms disclosed,neutral,neutral,0.94040674,18.8081348
agreed company board directors available advisory role,neutral,neutral,0.9403786,18.807572
upm kymmene www upm kymmene com produces magazine papers newsprint well fine specialty papers converting materials wood products,neutral,neutral,0.9403758,18.807516000000003
second quarter net sales operator business partners represented group total net sales,neutral,neutral,0.94031566,18.8063132
sponda plc annual general meeting decided march establish shareholders nomination committee prepare proposals annual general meeting composition board directors remuneration,neutral,neutral,0.9403117,18.806234
rockwell collins provider flight deck cabin information management solutions business aircraft operators,neutral,neutral,0.9402738,18.805476000000002
teleste offices worldwide listed nordic exchange helsinki,neutral,neutral,0.94026244,18.8052488
agreement ponsse provide forest machine maintenance services stora enso russian wood procurement operations,neutral,neutral,0.9402584,18.805168000000002
foodservice consumer goods markets served approximately people manufacturing units several sales offices countries,neutral,neutral,0.94023716,18.8047432
member board numerous com panies shareholder boardman ltd board specialist net work,neutral,neutral,0.9402351,18.804702000000002
addus services include personal care assistance activities daily living skilled nursing rehabilitative therapies adult day care,neutral,neutral,0.9402261,18.804522000000002
group expand chain include stores,positive,neutral,0.94021904,18.8043808
global markets direct pohjola bank plc financial analysis review depth business financial analysis pohjola bank plc,neutral,neutral,0.9402148,18.804296
france l com spent time studying teliasonera potential takeover targets shareholder wants sell pellissier said,neutral,neutral,0.9401989,18.803978
eb hold exclusive rights market new entity product,neutral,neutral,0.9401964,18.803928000000003
fortum holds pct share capital pct voting rights company plans delist warsaw stock exchange,neutral,neutral,0.9401942,18.803884
marathon percent stake plx said according bloomberg,neutral,neutral,0.94017214,18.803442800000003
copying republication redistribution afx news content including framing similar means expressly prohibited without prior written consent afx news,neutral,neutral,0.94013613,18.8027226
appears statistics technical surveillance authority customers switch service providers mostly transfer numbers elisa network,neutral,neutral,0.94013053,18.8026106
firm headquartered vantaa southern finland employees,neutral,neutral,0.9401276,18.802552
global life science industry strictly regulated international national authorities,neutral,neutral,0.9401065,18.802130000000002
international conference call audio webcast concerning financial result january march begin eet,neutral,neutral,0.9399915,18.79983
nonwovens specialty papers made ahlstrom used large variety everyday products e g filters wipes flooring labels tapes,neutral,neutral,0.93997264,18.7994528
trucks feature eco drive system fuel measuring tool stores data particular individual drivers,neutral,neutral,0.9399709,18.799418000000003
provide heating form hot water sawmill needs,neutral,neutral,0.9399173,18.798346
according posted world intellectual property organization present invention relates hydrocarbons particularly manufacture hydrocarbon components suitable aviation fuels jet fuels blending stocks aviation fuels,neutral,neutral,0.93991566,18.798313200000003
following payment made april company total eur million loans financial institutions,neutral,neutral,0.9398904,18.797808000000003
outotec delivery covers engineering supply construction circulating fluid bed calcination plant capacity tons alumina per day,neutral,neutral,0.93988395,18.797679000000002
itg share deal estimated euro,neutral,neutral,0.93987817,18.7975634
customers include companies energy process industry sectors particular,neutral,neutral,0.93985116,18.7970232
initial estimated total value eur final award value eur,neutral,neutral,0.9398469,18.796938
total value deal usd mn,neutral,neutral,0.9398106,18.796212
world glass coming egypt invite visitors around world attend glass world exhibition register www glassworldex com,neutral,neutral,0.93980885,18.796177000000004
pleased invite join real international conference call p eet,neutral,neutral,0.93979126,18.795825200000003
point separate company names palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others disappear,neutral,neutral,0.9397573,18.795146000000003
state program worked legal provisions developed rules normative documents specified functioning technological park,neutral,neutral,0.9397479,18.794958
store located poznan shopping center named pestka company added,neutral,neutral,0.93971866,18.794373200000003
total annual revenue comes mln zloty mln mln euro,neutral,neutral,0.93971646,18.7943292
marubeni marubeni corporation tse adr maruy established core company marubeni group one japan leading general trading houses,positive,neutral,0.9397039,18.794078000000003
tulikivi manufactures heat retaining soapstone ceramic fireplaces well natural stone products utility ceramics,neutral,neutral,0.93966466,18.7932932
use validation rule base enables verifying processing rule bases managed different administrators fulfil set requirements,neutral,neutral,0.93965065,18.793013000000002
bond value eur maturity years,neutral,neutral,0.93958294,18.7916588
net investment income,neutral,neutral,0.93958235,18.791647
implementation deal subject approval finnish competition authority,neutral,neutral,0.9395797,18.791594
annual net sales unit eur million currently employs people,neutral,neutral,0.9395748,18.791496000000002
mr ashley deputy executive chairman sports direct sold pc stake company pounds time float,neutral,neutral,0.9395573,18.791146000000005
contract comprises log handling line peeling line veneer drying grading line,neutral,neutral,0.9395215,18.79043
according arokarhu purchases scanned cash register computer disappeared total sum key pressed,negative,neutral,0.9395094,18.790188
ramirent leading company machinery equipment rentals construction industry,positive,neutral,0.9394927,18.789854000000002
share entitled one vote,neutral,neutral,0.9394885,18.78977
mr jortikka president base metal division outotec oyj finland executive committee outotec,neutral,neutral,0.93948823,18.7897646
storengy gdf suez company dedicated underground storage natural gas,neutral,neutral,0.93948406,18.7896812
thanks internet consumers compare products previously finnish companies competitive,negative,neutral,0.9394835,18.78967
retail chain suomen l hikauppa given index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscriptions tallink shipping line power company helsinki energy,neutral,neutral,0.93945605,18.789121
dialing participants quote conference id,neutral,neutral,0.9394206,18.788412
schwalm outotec com eila paatela vice president corporate communications tel mobile e mail eila,neutral,neutral,0.9394082,18.788164000000002
treatment products usa canada mexico australia brazil today global research data services going publish several market analyses markets water treatment products selected countries,neutral,neutral,0.9393537,18.787074
total investment company eur wartsila share eur,neutral,neutral,0.93935084,18.7870168
plant collect raw material baltic sea region,neutral,neutral,0.9393493,18.786986000000002
casing comprises first side casing member provided first side vat segment second side casing member provided second side vat segment least first side casing member pivotable rotation axis,neutral,neutral,0.93933433,18.786686600000003
joined rautakirja lead one four business areas took position president ceo,neutral,neutral,0.93928164,18.785632800000002
finnish sampo rosenlew manufactures approximately seven forest machines monthly half machines exported,neutral,neutral,0.93925124,18.785024800000002
master mayawas jointly developed nokia siemens networks ufa fremantlemedia actively advertised maxis end may,neutral,neutral,0.939223,18.784460000000003
fortum previously bought state held stake tgk rao ues reform,neutral,neutral,0.93921477,18.7842954
arrangements apply group units outside finland,neutral,neutral,0.9391191,18.782382000000002
company reiterates outlook,neutral,neutral,0.93911636,18.7823272
capman plc press release march jukka ruuska president omx nordic exchanges stockholm stock exchange transfer capman effective later september,neutral,neutral,0.9391106,18.782212
established srv group private finnish construction concern operations finland baltic countries russia,neutral,neutral,0.9390738,18.781476
aktia forecasts finland inflation,neutral,neutral,0.9390646,18.781292
adpnews dec norwegian financial services group sparebank gruppen osl sbgrp said board directors appointed today jarle haug managing director claims collection subsidiary sparebank gruppen finans,neutral,neutral,0.93903774,18.7807548
altona stated private company altona chairman kevin maloney tulla resources would take entitlement full,neutral,neutral,0.93903196,18.780639200000003
engines asia pacific industry profile essential resource top level data analysis covering engines industry,neutral,neutral,0.9390265,18.780530000000002
travel expenses would reimbursed accordance travel policy company,neutral,neutral,0.93902004,18.7804008
selling consortium includes funds managed oko bank venture capital unit bio fund management finnish industry investment government owned investment group,neutral,neutral,0.939006,18.78012
german commerzbank ag hamburg branch us jp morgan nyse jpm participated arrangers dutch ing ams inga co arranger,neutral,neutral,0.9389613,18.779226
biohit oyj develops manufactures markets liquid handling products diagnostic test systems use research healthcare industrial laboratories,neutral,neutral,0.9388921,18.777842
report emailed within business days order,neutral,neutral,0.9388637,18.777274
eur mn net interest income,neutral,neutral,0.9387979,18.775958
eur mn net interest income,neutral,neutral,0.9387979,18.775958
reporting accordance merged business operations start january,neutral,neutral,0.93878615,18.775723
tikkurila division kemira group controls russian market field owns st petersburg paint producer tex,neutral,neutral,0.93877226,18.7754452
mercator use software logistic retail wholesale operations slovenia markets southeastern europe,neutral,neutral,0.93875617,18.775123400000002
u based corp talks scandinavian telecoms company teliasonera sell stake uzbek cellular operator coscom executive coscom told interfax,neutral,neutral,0.9387527,18.775054
kone annual net sales eur billion approximately employees,neutral,neutral,0.9387473,18.774946
see slide show newest product releases fiskars,neutral,neutral,0.9387433,18.774866000000003
contract includes design construction delivery equipment installation commissioning,neutral,neutral,0.9386938,18.773876
raw materials come europe us paid euros us dollars sales take place rubles,neutral,neutral,0.93867856,18.773571200000003
byline tim moran cellular phone giant nokia corp offering billion digital map supplier navteq corp chicago,neutral,neutral,0.9386569,18.773138
eur million transaction consideration paid form four year interest bearing vendor notes,neutral,neutral,0.93865407,18.773081400000002
lemiste city environment knowledge based economy providing work people total turnover companies amounting eek bn said lo p rnits chairman supervisory board lemiste city mainor,neutral,neutral,0.9386455,18.77291
enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,neutral,neutral,0.9386145,18.77229
right margin viewed separately detail every customer,neutral,neutral,0.9385905,18.77181
earn payment mln euro mln also paid depending intellibis financial performance,neutral,neutral,0.9385495,18.77099
huhtamaki oyj stock exchange release huhtamaki oyj resolved clarify group structure separating foodservice consumer goods businesses production unit hameenlinna finland transferring businesses wholly owned subsidiaries,neutral,neutral,0.9385453,18.770906
maximum amount capital loan eur minimum subscription eur,neutral,neutral,0.9385429,18.770858
raute listed nordic exchange helsinki,neutral,neutral,0.938529,18.77058
according viking line managing director nils erik eklund company board directors satisfied viking line performance,positive,neutral,0.9385271,18.770542000000003
hu offer discount selected books,neutral,neutral,0.9385183,18.770366000000003
votorantim celulose e papel vcp part votorantim group major brazilian conglomerate,neutral,neutral,0.9384482,18.768964
london afx fortum said agreed sell industrial maintenance service operations funds managed capman undisclosed sum,neutral,neutral,0.93841374,18.7682748
sellers founders company,neutral,neutral,0.938407,18.76814
ramirent finland domestic unit machinery rental company ramirent oyj hel rmr v,neutral,neutral,0.93838674,18.767734800000003
report examines medical equipment business structure operations history products provides analysis key medical equipment revenue lines,neutral,neutral,0.9382859,18.765718
financial details deployment disclosed,neutral,neutral,0.938284,18.76568
method smelt spouts separated working area shielding wall arranged movable relation smelt spouts,neutral,neutral,0.93820876,18.7641752
last position nokia siemens networks head business human resources nsn global,neutral,neutral,0.93819124,18.763824800000002
pricing details disclosed,neutral,neutral,0.93813324,18.7626648
abn amro capital agreed sell helsinki based designer homeware producer iittala oyj crosstown consumer products group fiskars corp eur million eur million million million,neutral,neutral,0.93813103,18.7626206
production scheduled start end april,neutral,neutral,0.93811727,18.7623454
tecnotree convergent charging solution includes functionality prepaid post paid billing charging rating voice calls video calls raw data traffic mobile fixed networks,neutral,neutral,0.9380782,18.761564
presentation material viewed company website english conference,neutral,neutral,0.9380702,18.761404000000002
group net sales eur million employs people countries,neutral,neutral,0.9380559,18.761118000000003
solid fuel heated sludge mixed therein,neutral,neutral,0.93802273,18.760454600000003
alliance aims tap pocketable mobile computers netbooks tablets mediaphones connected tvs vehicle infotainment systems,neutral,neutral,0.9380213,18.760426
present trade mark pit produkt little known outside north west russia,negative,neutral,0.9380078,18.760156
invention released patent office said non coherent search matrix formed said correlation function matrix,neutral,neutral,0.93799895,18.759979
subject matter invention furthermore use cyclone separating partly molten particles,neutral,neutral,0.93795323,18.7590646
include software development internet mobile telephone content communications value added software financial services security applications systems integration electronics,neutral,neutral,0.9379352,18.758704
baltic pearl cjsc subsidiary shanghai foreign joint investment company developing project st petersburg comprising million square meters residential space two hospitals several schools nurseries,neutral,neutral,0.9378759,18.757518
method utilises waterborne ultra products giving protection wooden surfaces industrial painting process whereby two layers top coat applied exterior wooden panels boards without separate primer,neutral,neutral,0.9378649,18.757298
process products orders installation separation filtration equipment three natural gas pipeline projects china south america saudi arabia,neutral,neutral,0.9378642,18.757284000000002
share subscription period stock options april march,neutral,neutral,0.93783987,18.756797400000004
helsinki afx cramo said agreed sell cramo nederland bv cnl dutch machinery equipment rental unit jaston groep undisclosed sum,neutral,neutral,0.9378124,18.756248
five different game modes co op tournaments player split screen multiplayer modes players much fun would actually fishing,neutral,neutral,0.93776476,18.7552952
category marked maturity recession,neutral,neutral,0.9377495,18.754990000000003
finnish paper maker upm kymmene corp monday announced sale wrapping unit walki wisa capman investment group move concentrate core business,neutral,neutral,0.93774855,18.754971
finnish real estate investment company interavanti oyj said monday september agreed sell ownership finnish ticket service company lippupiste oy cts eventim ag managing director lippupiste oy,neutral,neutral,0.9377414,18.754828
tracker g gps collar hunting dogs allowing monitor dog position movements map application mobile phones,neutral,neutral,0.93773973,18.754794600000004
following strategy tikkurila established fully owned sales company tikkurila almaty kazakhstan marketing decorative paints finnish tikkurila brand russian teks brand,neutral,neutral,0.93770254,18.754050799999998
subscribers browse free numbers handset select numbers packages services prefer activating phone,neutral,neutral,0.9376774,18.753548000000002
utah capital wanted next u headquarters amer sports corp ski equipment company,neutral,neutral,0.9376605,18.75321
pharmaceutical market belgium global research data services published recently market analysis pharmaceutical markets belgium,neutral,neutral,0.9376571,18.753142
maximum grade veneer yield calculated based dimensions grades veneer products well iterating places peeling axes simulating peeling process,neutral,neutral,0.9376524,18.753048000000003
mr kari stadigh carry chairman board mr matti arteva vice chairman,neutral,neutral,0.9376372,18.752744
bridge part highway development project,neutral,neutral,0.93763554,18.752710800000003
accordance terms conditions alma media option program share subscription price option rights eur per share book countervalue eur per share,neutral,neutral,0.93762916,18.7525832
deliveries started april completed,neutral,neutral,0.93761784,18.7523568
total talvivaara mining company plc new shares subscribed period may june company stock option rights,neutral,neutral,0.93760264,18.7520528
choose efficient best overall value option customers already bidding stage,positive,neutral,0.93758243,18.7516486
destia oy finnish infrastructure construction service company building maintaining designing traffic routes industrial traffic environments also complete living environments,neutral,neutral,0.93751293,18.750258600000002
impact acquisition teleste net sales estimated approximately eur million,neutral,neutral,0.9375124,18.750248000000003
bank tokyo mitsubishi ufj ltd acted agent loan,neutral,neutral,0.9375107,18.750214
customers include local companies slo oy kiilto oy toptronics oy normark suomi oy pellonpaja oy mansner oy,neutral,neutral,0.93750393,18.750078600000002
money spread mainly company said,neutral,neutral,0.93749344,18.7498688
suomen paikallissanomat oy part alma media group currently publishes local newspapers across finland,neutral,neutral,0.9374814,18.749628
honkarakenne mainly exports large luxury log houses russia used one family houses holiday homes sales go moscow region st petersburg region remainder locations,neutral,neutral,0.9374532,18.749064
manufacturing begin pietarsaari beginning year delivery take place october,neutral,neutral,0.9374268,18.748536
consolidated unaudited results amanda capital ifrs reporting standards,neutral,neutral,0.93741906,18.7483812
itunes based material accessible windows based macintosh computers transferable portable devices including apple ipods,positive,neutral,0.9374154,18.748308
group revenue amounted eur million company currently employs approximately people,neutral,neutral,0.93740344,18.748068800000002
group revenue amounted eur million company currently employs approximately people,neutral,neutral,0.93740344,18.748068800000002
disappointment see plan folded,negative,neutral,0.93739927,18.7479854
cosmetics collection includes eye shadow face powder lip gloss mascara accessories,neutral,neutral,0.9373977,18.747954
helsinki afx outokumpu said agreed sell hitura nickel mine finland canadian group belvedere resources ltd mln eur worth belvedere shares,neutral,neutral,0.93736166,18.747233200000004
aspocomp group headquartered helsinki finland develops interconnection solutions electronics industry,neutral,neutral,0.9372572,18.745144000000003
original patent filed finland application,neutral,neutral,0.93725705,18.745141
product advisory apply nokia branded battery company said,neutral,neutral,0.93722963,18.7445926
evraz group shares owned lanebrook whose beneficiaries one hand millhouse holding company assets billionaire roman abramovich business partners evraz executives alexander abramov alexander frolov,neutral,neutral,0.93717015,18.743403000000004
hour news try icis news www icis com click trial icis news,neutral,neutral,0.93716186,18.743237200000003
